Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000101882	NKAP	protein_coding	3.94288012710716e-49	4.803569456413894	0.686	0.447	8.982275217562821e-45	1516	40	ENSG00000101882
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000185650	ZFP36L1	protein_coding	4.7128722006483864e-49	1.3057329285011805	0.938	0.841	1.0736394160297089e-44	588	241	ENSG00000185650
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000099860	GADD45B	protein_coding	5.2354783065619476e-49	2.382366111	0.717	0.404	1.1926943130178772e-44	225	50	ENSG00000099860
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000173726	TOMM20	protein_coding	1.7985645784627622e-48	-0.944704582	0.868	0.943	4.0973099661960183e-44	269	537	ENSG00000173726
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000172260	NEGR1	protein_coding	2.961410665707722e-48	2.9228399984734295	0.391	0.102	6.746389637548761e-44	65	8	ENSG00000172260
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000118508	RAB32	protein_coding	3.174687247596358e-48	-2.480203695	0.198	0.685	7.232255018749263e-44	20	126	ENSG00000118508
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000197632	SERPINB2	protein_coding	3.481545213556219e-48	7.269359100327275	0.074	0.001	7.931308151002422e-44	33	0	ENSG00000197632
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000106397	PLOD3	protein_coding	3.797187674282078e-48	1.6682995993953882	0.857	0.753	8.650373240782002e-44	533	142	ENSG00000106397
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000168961	LGALS9	protein_coding	4.143857061637572e-48	2.748695788643913	0.205	0.026	9.440120772116554e-44	23	2	ENSG00000168961
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000131773	KHDRBS3	protein_coding	5.672523506783665e-48	1.775922488889282	0.787	0.511	1.2922575800803866e-43	196	58	ENSG00000131773
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000169439	SDC2	protein_coding	6.427482696340445e-48	1.9290262088370373	0.531	0.178	1.4642448330533167e-43	120	26	ENSG00000169439
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000102804	TSC22D1	protein_coding	7.673498601339556e-48	1.1918332606048967	0.895	0.769	1.7480997163711643e-43	434	173	ENSG00000102804
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000151224	MAT1A	protein_coding	2.3265754691791115e-47	7.418373689791038	0.058	0	5.300171576336934e-43	5	0	ENSG00000151224
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000073792	IGF2BP2	protein_coding	4.467013492605489e-47	-2.628051102	0.159	0.657	1.0176303437504565e-42	23	105	ENSG00000073792
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000254999	BRK1	protein_coding	4.779266649179962e-47	-1.215536722	0.616	0.902	1.0887647353496871e-42	107	246	ENSG00000254999
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136732	GYPC	protein_coding	6.887312379437548e-47	-1.49187869	0.609	0.9	1.568998633159668e-42	106	405	ENSG00000136732
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000145794	MEGF10	protein_coding	9.197344542769662e-47	3.3753188809144703	0.291	0.058	2.0952470602883568e-42	40	4	ENSG00000145794
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162772	ATF3	protein_coding	1.2063081990191324e-46	2.2080255064626866	0.717	0.432	2.7480907081854856e-42	265	59	ENSG00000162772
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136810	TXN	protein_coding	5.7191640962042184e-46	-1.283566988	0.663	0.912	1.302882772756283e-41	164	460	ENSG00000136810
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000167815	PRDX2	protein_coding	5.881470721903791e-46	-3.464378882	0.085	0.565	1.3398578451569027e-41	11	132	ENSG00000167815
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000089063	TMEM230	protein_coding	6.3527766396100335e-46	-1.271389435	0.717	0.894	1.4472260462695617e-41	115	290	ENSG00000089063
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000049759	NEDD4L	protein_coding	7.712824570864836e-46	-2.367641177	0.225	0.684	1.7570585654887183e-41	27	108	ENSG00000049759
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000089692	LAG3	protein_coding	8.387930348002606e-46	3.5485815703103185	0.217	0.032	1.9108544125784737e-41	22	2	ENSG00000089692
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000168621	GDNF	protein_coding	1.3111415206299404e-45	2.918151288012258	0.395	0.11	2.986911498147067e-41	61	8	ENSG00000168621
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000181016	LSMEM1	protein_coding	1.384597032771796e-45	3.0111365584300755	0.24	0.039	3.1542505003574284e-41	28	2	ENSG00000181016
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000084636	COL16A1	protein_coding	1.4593161348700158e-45	2.5700278742213634	0.488	0.168	3.324468086847383e-41	62	11	ENSG00000084636
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000087074	PPP1R15A	protein_coding	1.70907999501581e-45	1.2731883895715441	0.915	0.83	3.893455136645517e-41	478	204	ENSG00000087074
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162706	CADM3	protein_coding	1.741189780275018e-45	2.6409045167673733	0.205	0.028	3.9666044384445187e-41	38	2	ENSG00000162706
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000138326	RPS24	protein_coding	3.35044485962995e-45	-1.087507447	0.984	0.995	7.632648434722989e-41	948	2322	ENSG00000138326
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000116030	SUMO1	protein_coding	1.0264246444574175e-44	-1.53494452	0.391	0.8	2.338297982538443e-40	45	142	ENSG00000116030
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000120251	GRIA2	protein_coding	1.3967505516359482e-44	2.8764860207908236	0.171	0.019	3.1819374316818535e-40	22	1	ENSG00000120251
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000231826	LINC01819	lncRNA	2.6160318871859587e-44	7.672926956806054	0.054	0	5.959582242198332e-40	6	0	ENSG00000231826
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000154122	ANKH	protein_coding	3.0702504922888866e-44	2.889893772293724	0.403	0.118	6.994337646483313e-40	92	14	ENSG00000154122
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000168028	RPSA	protein_coding	3.848260359536074e-44	-0.911404019	0.981	0.989	8.76672192505913e-40	893	1876	ENSG00000168028
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000160469	BRSK1	protein_coding	6.687190803052973e-44	2.6130868395635054	0.198	0.027	1.523408936843498e-39	18	2	ENSG00000160469
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000117245	KIF17	protein_coding	7.015190500208242e-44	3.3634658411877663	0.252	0.046	1.5981305478524395e-39	25	3	ENSG00000117245
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000054148	PHPT1	protein_coding	7.762478624185776e-44	-1.296209338	0.725	0.895	1.7683702553757617e-39	158	378	ENSG00000054148
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000172354	GNB2	protein_coding	1.0633727098814046e-43	1.8947835450414081	0.857	0.64	2.422469370380828e-39	263	92	ENSG00000172354
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000117450	PRDX1	protein_coding	1.8265590945352696e-43	1.051656642736905	0.895	0.519	4.1610842732607975e-39	440	197	ENSG00000117450
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000165092	ALDH1A1	protein_coding	2.9500863537547414e-43	-1.702009358	0.372	0.777	6.720591722488677e-39	60	182	ENSG00000165092
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164619	BMPER	protein_coding	5.269089871367294e-43	5.235950391339489	0.07	0.001	1.2003513635961832e-38	7	0	ENSG00000164619
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000182612	TSPAN10	protein_coding	1.0948188778652326e-42	-3.169863872	0.116	0.576	2.4941068856647864e-38	14	112	ENSG00000182612
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000111716	LDHB	protein_coding	1.1136229349057397e-42	-1.199224005	0.853	0.949	2.5369444080087657e-38	315	771	ENSG00000111716
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164543	STK17A	protein_coding	2.0914121321079476e-42	2.5815787438641786	0.558	0.253	4.764445978155116e-38	133	20	ENSG00000164543
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000175264	CHST1	protein_coding	2.568557539454968e-42	4.091769088133122	0.081	0.003	5.851430930632362e-38	7	0	ENSG00000175264
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000183876	ARSI	protein_coding	3.149213834471862e-42	3.9867760773066228	0.12	0.009	7.174224036310349e-38	14	1	ENSG00000183876
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000074696	HACD3	protein_coding	3.759095467591323e-42	-1.564283808	0.512	0.825	8.563595384719793e-38	66	218	ENSG00000074696
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000115944	COX7A2L	protein_coding	3.874204119831825e-42	-1.412361606	0.547	0.844	8.82582440538888e-38	67	188	ENSG00000115944
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000010278	CD9	protein_coding	6.438866693563361e-42	1.089216492444467	0.74	0.417	1.4668382214606692e-37	196	77	ENSG00000010278
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000132688	NES	protein_coding	1.0331950582386177e-41	1.472810764917089	0.868	0.705	2.353721662173395e-37	549	201	ENSG00000132688
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000141753	IGFBP4	protein_coding	1.077611545440099e-41	2.1444401060190597	0.713	0.413	2.45490686166709e-37	195	52	ENSG00000141753
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000159216	RUNX1	protein_coding	1.571271455218269e-41	2.2990010734002944	0.581	0.284	3.5795135021327387e-37	140	23	ENSG00000159216
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000130035	GALNT8	protein_coding	2.9381663530881514e-41	7.31302349	0.05	0	6.693436768970118e-37	4	0	ENSG00000130035
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000167755	KLK6	protein_coding	2.9381663530881514e-41	8.709579405569043	0.05	0	6.693436768970118e-37	13	0	ENSG00000167755
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000085063	CD59	protein_coding	3.402478941441237e-41	1.6169708315267057	0.899	0.817	7.751187276497281e-37	765	203	ENSG00000085063
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000178222	RNF212	protein_coding	5.376021449750198e-41	5.203759339742904	0.109	0.007	1.2247114464675927e-36	9	0	ENSG00000178222
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136854	STXBP1	protein_coding	5.994123041145841e-41	-1.662819941	0.434	0.798	1.3655211700034342e-36	67	228	ENSG00000136854
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000108018	SORCS1	protein_coding	8.522835760755768e-41	2.209252413563424	0.558	0.251	1.9415872146577717e-36	122	21	ENSG00000108018
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000086300	SNX10	protein_coding	1.1805216346709432e-40	1.7820847613129325	0.829	0.738	2.6893463359438757e-36	487	138	ENSG00000086300
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000163531	NFASC	protein_coding	1.5550407343996261e-40	4.445860990039922	0.089	0.004	3.5425382970357885e-36	9	0	ENSG00000163531
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000182492	BGN	protein_coding	2.0702697474034094e-40	2.9694506939129837	0.453	0.164	4.716281511559707e-36	104	16	ENSG00000182492
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164047	CAMP	protein_coding	3.7111590437878795e-40	6.733536473858813	0.066	0.001	8.454391417653169e-36	8	0	ENSG00000164047
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000173786	CNP	protein_coding	4.203877270061624e-40	1.3236119387989884	0.818	0.633	9.576852808927386e-36	197	75	ENSG00000173786
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000102287	GABRE	protein_coding	4.24736518377099e-40	4.373168827704539	0.074	0.002	9.675922625148692e-36	7	0	ENSG00000102287
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000105679	GAPDHS	protein_coding	4.45980952924669e-40	-5.662321722	0.039	0.472	1.0159892088576885e-35	4	118	ENSG00000105679
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000127922	SEM1	protein_coding	6.428218205978201e-40	0.9034735430975731	0.965	0.92	1.464412389503894e-35	541	290	ENSG00000127922
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000198892	SHISA4	protein_coding	6.442004666587786e-40	2.2571064912119043	0.578	0.279	1.4675530830953634e-35	94	20	ENSG00000198892
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000050344	NFE2L3	protein_coding	6.74671471993713e-40	2.808584363479208	0.38	0.114	1.5369690803488776e-35	60	8	ENSG00000050344
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000118257	NRP2	protein_coding	1.0788019059761418e-39	-1.322511446	0.581	0.859	2.4576186220042485e-35	117	301	ENSG00000118257
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000043462	LCP2	protein_coding	1.9852858490975785e-39	3.0406212091928304	0.198	0.03	4.5226796928291935e-35	27	2	ENSG00000043462
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000106333	PCOLCE	protein_coding	2.255837317102824e-39	3.361425129	0.616	0.34	5.139022992091944e-35	456	44	ENSG00000106333
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000102524	TNFSF13B	protein_coding	2.3122306102426492e-39	2.2296272104712287	0.473	0.174	5.267492553193779e-35	131	22	ENSG00000102524
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000117899	MESD	protein_coding	3.246872384450145e-39	-1.232153412	0.597	0.869	7.396699979015875e-35	111	248	ENSG00000117899
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000101444	AHCY	protein_coding	3.7128283868415306e-39	-1.957561358	0.488	0.787	8.458194348063691e-35	63	305	ENSG00000101444
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000149273	RPS3	protein_coding	3.801185054748045e-39	-1.492418994	0.996	0.99	8.659479673221522e-35	921	3504	ENSG00000149273
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000075415	SLC25A3	protein_coding	4.302719194173491e-39	-0.926767528	0.899	0.946	9.802024596246631e-35	323	617	ENSG00000075415
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000234906	APOC2	protein_coding	4.6576020727167925e-39	4.438938266745261	0.101	0.006	1.0610483281856126e-34	11	0	ENSG00000234906
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000147509	RGS20	protein_coding	4.8624368380298223e-39	-2.488827029	0.174	0.608	1.1077117360715739e-34	16	90	ENSG00000147509
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000134247	PTGFRN	protein_coding	6.367261138860808e-39	2.068714140347253	0.516	0.214	1.4505257600438807e-34	68	15	ENSG00000134247
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000184371	CSF1	protein_coding	8.753157692465967e-39	2.8564324438336546	0.357	0.103	1.994056853920672e-34	69	7	ENSG00000184371
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000044115	CTNNA1	protein_coding	1.3584073339896108e-38	1.2173165289741557	0.849	0.645	3.0945877475617326e-34	241	102	ENSG00000044115
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000104419	NDRG1	protein_coding	1.7506757436233965e-38	2.5832847152299094	0.651	0.336	3.98821441154846e-34	486	60	ENSG00000104419
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000064300	NGFR	protein_coding	2.1160609168567045e-38	2.794666329772634	0.233	0.043	4.8205983746912585e-34	44	4	ENSG00000064300
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000150893	FREM2	protein_coding	2.138652713691916e-38	3.1451376882419355	0.295	0.072	4.872064747061554e-34	55	5	ENSG00000150893
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000077585	GPR137B	protein_coding	2.2055950674269975e-38	-2.166844854	0.337	0.702	5.024566123105443e-34	36	178	ENSG00000077585
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000198258	UBL5	protein_coding	2.539973268543134e-38	0.7525224772051511	0.961	0.935	5.786313103068113e-34	628	356	ENSG00000198258
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000237248	LINC00987	lncRNA	3.147202373080713e-38	2.9545355335302506	0.132	0.013	7.169641726115172e-34	11	1	ENSG00000237248
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000182179	UBA7	protein_coding	4.195810067668782e-38	2.902287703656647	0.264	0.057	9.558474915156253e-34	27	4	ENSG00000182179
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000004846	ABCB5	protein_coding	8.812351747851248e-38	-7.404814443	0	0.421	2.007541851677993e-33	0	72	ENSG00000004846
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000014641	MDH1	protein_coding	9.137836706736806e-38	-1.269281899	0.57	0.859	2.0816905801617118e-33	88	229	ENSG00000014641
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000142676	RPL11	protein_coding	9.758694091190981e-38	-0.660365405	1	0.999	2.2231281009142174e-33	2136	3627	ENSG00000142676
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000133110	POSTN	protein_coding	1.074905221819086e-37	1.686222213170236	0.554	0.225	2.4487415858260597e-33	232	64	ENSG00000133110
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000162458	FBLIM1	protein_coding	1.100741687655059e-37	2.216451484569065	0.519	0.219	2.5075996386469897e-33	76	17	ENSG00000162458
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000134419	RPS15A	protein_coding	1.1451197795511844e-37	-0.903148917	1	0.996	2.608697369795553e-33	1423	3110	ENSG00000134419
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000166033	HTRA1	protein_coding	1.192474581059357e-37	2.1915912529153125	0.512	0.207	2.7165763431113214e-33	144	24	ENSG00000166033
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000188257	PLA2G2A	protein_coding	1.2954649556433513e-37	4.494339579854708	0.221	0.041	2.9511987154511187e-33	115	6	ENSG00000188257
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000072778	ACADVL	protein_coding	1.2964717097815643e-37	1.3808064857454023	0.818	0.636	2.9534922020533815e-33	197	80	ENSG00000072778
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000130175	PRKCSH	protein_coding	1.4085869443987869e-37	1.1641700520221183	0.857	0.774	3.2089019180348766e-33	276	123	ENSG00000130175
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000136040	PLXNC1	protein_coding	2.021107152782201e-37	-2.839017008	0.109	0.544	4.6042842047531315e-33	14	100	ENSG00000136040
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000123374	CDK2	protein_coding	2.350508178436352e-37	-2.351917978	0.178	0.603	5.354692681295854e-33	18	107	ENSG00000123374
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000140350	ANP32A	protein_coding	3.4126177563237162e-37	-1.233355633	0.547	0.84	7.774284510681058e-33	76	184	ENSG00000140350
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000102265	TIMP1	protein_coding	3.503280549956518e-37	3.2457621073288436	0.938	0.939	7.980823420855944e-33	6091	709	ENSG00000102265
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000166557	TMED3	protein_coding	1.653678545436412e-36	-1.236748761	0.531	0.83	3.76724509435869e-32	79	193	ENSG00000166557
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000229117	RPL41	protein_coding	1.698343347926589e-36	-0.780240348	1	0.999	3.868995980911563e-32	3102	6497	ENSG00000229117
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000137642	SORL1	protein_coding	3.995640608081065e-36	2.5969383415095035	0.403	0.134	9.102468869269474e-32	67	11	ENSG00000137642
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000171992	SYNPO	protein_coding	4.72810034820321e-36	3.0337603215876245	0.283	0.07	1.0771085403241733e-31	40	4	ENSG00000171992
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000117906	RCN2	protein_coding	5.415837210669868e-36	-1.665996465	0.574	0.809	1.2337818749627028e-31	94	278	ENSG00000117906
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000154188	ANGPT1	protein_coding	6.132994838795803e-36	2.7143525329250533	0.353	0.107	1.3971575542260719e-31	60	7	ENSG00000154188
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000137876	RSL24D1	protein_coding	6.50672671687075e-36	-1.459733956	0.399	0.77	1.4822974133703256e-31	45	122	ENSG00000137876
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000164877	MICALL2	protein_coding	9.528276353268718e-36	2.1292954027483533	0.492	0.206	2.1706366360381467e-31	69	16	ENSG00000164877
Pozniak_Mel_PMID38181739_2024	malignant cell	ENSG00000115457	IGFBP2	protein_coding	1.1752390521268095e-35	1.9429012903155518	0.849	0.653	2.6773120846500847e-31	1020	271	ENSG00000115457
